Item Name,SKU,Brand,Spec,Cat_ID,Photo_1,Photo_2,Photo_3,Photo_4,Photo_5,Activate
เฟสดิจิตอล W-OP2/220v WIP,ฟป-00002-,,,,,,,,,
เฟสดิจิตอล W-OP4/380v 4W WIP,ฟป-00004-,,,,,,,,,
เฟสดิจิตอล W-OP4/380v 3W WIP,ฟป-00004-3,,,,,,,,,
ไฟหมุน 220vAC/สีเขียว,ฟม-00001-G,,,,,,,,,
ไฟหมุน 220vAC/สีแดง,ฟม-00001-R,,,,,,,,,
ไฟหมุน 220vAC/สีเหลือง,ฟม-00001-Y,,,,,,,,,
โคมติดราง 12v (ดำ) PSP,ฟร-00000-B,PSP,,2016,,,,,,
โคมติดราง 12v (ขาว) PSP,ฟร-00000-W,PSP,,2016,,,,,,
โคมติดราง 12V [ดำ] PSP,ฟร-00004-B,,,,,,,,,
โคมติดราง 12v [ขาว] PSP,ฟร-00004-W,,,,,,,,,
โคมติดราง 12v 8เหลี่ยม-ดำ PSP,ฟร-00008-B,PSP,,2016,,,,,,
โคมติดราง 12v 8เหลี่ยม-ขาว PSP,ฟร-00008-W,,,,,,,,,
โคมติดราง-ดำLED TL4201BK DC,ฟร-34201-BK,DC,,2016,,,,,,
โคมติดราง-ขาวLED TL4201WH DC,ฟร-34201-WH,,,,,,,,,
โคมติดรางฮาโลเจน JC BEC,ฟร-40000-,,,,,,,,,
โคมติดราง S-D007/BK E27 Blite,ฟร-40007-SB,BEC,,2016,,,,,,
โคมติดราง S-D007/WH E27 Blite,ฟร-40007-SW,,,,,,,,,
โคมติดราง ดำ PENA-S 7W/DL/B,ฟร-40008-BD,BEC,,2016,,,,,,
โคมติดราง ดำ PENA-S 7W/ww/B,ฟร-40008-BW,,,,,,,,,
โคมติดราง ขาว PENA-S 7W/DL/W,ฟร-40008-WD,BEC,,2016,,,,,,
โคมติดราง ขาว PENA-S 7W/ww/W,ฟร-40008-WW,,,,,,,,,
โคมติดราง ดำ PENA-O 7W/DL/B,ฟร-40009-BD,BEC,,2016,,,,,,
โคมติดราง ดำ PENA-O 7W/ww/B,ฟร-40009-WB,,,,,,,,,
โคมติดราง ขาว PENA-O 7W/DL/W,ฟร-40009-WD,BEC,,2016,,,,,,
โคมติดรางขาวPENA-O 7W/3000K/WH,ฟร-40009-WW,,,,,,,,,
โคม AR111-12v50W BEC,ฟร-40111-,,,,,,,,,
โคมติดราง+หลอด GALAXY 331W/B,ฟร-40331-,BEC,,2016,,,,,,
โคมติดราง+หลอด GALAXY 424C/B,ฟร-40424-,BEC,,2016,,,,,,
โคมติดราง+หลอด GALAXY 504N/B,ฟร-40504-,BEC,,2016,,,,,,
โคมถ่ายหนัง ติดราง LB-81304 EVL,ฟร-58130-4,BEC,,2016,,,,,,
โคมใส่รางดำ LED 18W/3000K #81702,ฟร-58172-B3,,,,,,,,,
โคมใส่รางดำ LED 18W/6400K #81702,ฟร-58172-B6,,,,,,,,,
โคมใส่รางขาวLED 18W/3000K #81702,ฟร-58172-W3,,,,,,,,,
โคมใส่รางขาวLED 18W/6400K #81702,ฟร-58172-W6,,,,,,,,,
ฟิวส์หลอดแก้ว 30mm.,ฟว-00000-30,,,,,,,,,
ลูกฟิวส์ E33 500v 35A Sentoshi,ฟว-00000-33,,,,,,,,,
ฟิวส์ก้ามปู 30Amp(for cutout),ฟว-00030-,,,,,,,,,
ฟิวส์ก้ามปู 60Amp(for cutout),ฟว-00060-,,,,,,,,,
ฟิวส์ก้ามปู 100Amp(for cutout),ฟว-00100-,,,,,,,,,
ฐานฟิวส์ 10x38/1P RT18-32 Ake,ฟว-10000-,,,,,,,,,
ฟิวส์ 10x38mm.2A,ฟว-10000-02,,,,,,,,,
ฟิวส์ 10x38mm.4A,ฟว-10000-04,,,,,,,,,
ฟิวส์ 10x38mm.6A,ฟว-10000-06,,,,,,,,,
ฟิวส์ 10x38mm.10A,ฟว-10000-10,,,,,,,,,
*ตัวโชว์*ไฟห้อย พระอาทิตย์ QPG313 PL,ฟห-10313-     ,,,,,,,,,
ไฟห้อย7059/3            ,ฟห-57059-3,,,,,,,,,
ไฟห้อย กระบอกดำ-ฟ้า P37-A31 T.     ,ฟห-03731-BL,,,,,,,,,
ดิจิตอลแคลมป์ DCM-A/160906 Jetech,มต-16090-6,,,,,,,,,
มิเตอร์ 2P 15(45)A Holley,มต-20015-,Holley,,1114,,,,,,
มิเตอร์ 2P 30(100)A Holley,มต-20030-,Holley,,1114,,,,,,
มิเตอร์ 3P 15(45)A Holley,มต-30015-,Holley,,1114,,,,,,
มิเตอร์ MF-33E 5(15)A MITSU,มต-30033-15,Mitsubishi,,1114,,,,,,
มิเตอร์ MF-33E 15(45)A MITSU,มต-30033-45,Mitsubishi,,1114,,,,,,
มิเตอร์ MH-96 3P4W 15(45)A MITSU,มต-30096-45,Mitsubishi,,1114,,,,,,
มิเตอร์ AM96A 100/5A TAKAMURA,มต-40096-100,Takamura,,1114,,,,,,
มิเตอร์ AM96A 150/5A TAKAMURA,มต-40096-150,Takamura,,1114,,,,,,
มิเตอร์ AM96V 0-500v TAKAMURA,มต-40096-500,Takamura,,1114,,,,,,
ไฟช่อ AB-8978,ฟช-58978-,,,,,,,,,
"U โบลท์รัดท่อ 1/2""",ยบ-00000-2,,,,,,,,,
"U โบลท์รัดท่อ 3/4""",ยบ-00000-3,,,,,,,,,
"U โบลท์รัดท่อ 1""",ยบ-00001-,,,,,,,,,
"U โบลท์รัดท่อ 1-1/4""",ยบ-00001-1,,,,,,,,,
"U โบลท์รัดท่อ 1-1/2""",ยบ-00001-2,,,,,,,,,
"U โบลท์รัดท่อ 2""",ยบ-00002-,,,,,,,,,
"U โบลท์รัดท่อ 2-1/2""",ยบ-00002-2,,,,,,,,,
"U โบลท์รัดท่อ 3""",ยบ-00003-,,,,,,,,,
"U โบลท์รัดท่อ 4""",ยบ-00004-,,,,,,,,,
ลูกแร็ค มอก.,รค-00000-,,,,,,,,,
แร็ค | 1 | 4มม.,รค-00001-,,,,,,,,,
"ระดับน้ำ รุ่นแม่เหล็ก 12"" 28211 PK.",รด-00001-,Pumpkin,,1514,,,,,,
"ระดับน้ำ รุ่นแม่เหล็ก 24"" 28205 PK.",รด-00002-,Pumpkin,,1514,,,,,,
"ระดับน้ำ รุ่นแม่เหล็ก 48"" 28206 PK.",รด-00003-,Pumpkin,,1514,,,,,,
รางขาว 1เมตร+หัวจ่ายไฟ,รฟ-00100-,PSP,,2016,,,,,,
รางขาว 1.50เมตร+หัวจ่ายไฟ,รฟ-00150-,PSP,,2016,,,,,,
รางไฟสีขาว 2เมตร พร้อมหัวจ่าย,รฟ-00200-,PSP,,2016,,,,,,
รางไฟสีขาว 3เมตร พร้อมหัวจ่าย,รฟ-00300-,PSP,,2016,,,,,,
รางสีดำ 1เมตร+หัวจ่ายไฟ,รฟ-01100-B,,,,,,,,,
รางไฟสีดำ 1.50เมตร พร้อมหัวจ่าย,รฟ-01150-B,,,,,,,,,
รางไฟสีดำ 2เมตร พร้อมหัวจ่าย,รฟ-01200-B,,,,,,,,,
รางไฟสีดำ 3เมตร พร้อมหัวจ่าย,รฟ-01300-B,,,,,,,,,
รางไฟริบบิ้น LB-84602/2M EVL,รฟ-58460-2M,CEL,,1012,,,,,,
LATCHING รีเลย์ W-LT2/220v WIP,รล-00000-,,,,,,,,,
รีเลย์ MY2-GS 230v.OMRon,รล-00002-,,,,,,,,,
รีเลย์ MY4-GS 230v OMRon,รล-00004-,,,,,,,,,
รีเลย์ MY4-GS 12V OMRON,รล-00004-1,,,,,,,,,
รีเลย์ MY4-GS 24V OMRON,รล-00004-2,,,,,,,,,
รางอลูมิเนียม for รีเลย์(ปีกนก),รา-00001-,,,,,,,,,
รางอลูมิเนียม for TR(ตัวC),รา-00002-,,,,,,,,,
รางตัว C สังกะสี ตื้น ,รา-00003-,,,,,,,,,
รางตัว C สังกะสี_ลึก 4cm.,รา-00004-,,,,,,,,,
รางทรังกิ้งร้อยสาย UMT 1225 ขาว UPC,รา-01225-,,,,,,,,,
รางทรังกิ้งร้อยสาย UMT 1632 ขาว UPC,รา-01632-,,,,,,,,,
รางทรังกิ้งร้อยสาย UMT 2040 ขาว UPC,รา-02040-,,,,,,,,,
รางทรังกิ้งร้อยสาย UMT 4080 ขาว UPC,รา-04080-,,,,,,,,,
รางทรังกิ้งร้อยสาย UMT 5050 ขาว UPC,รา-05050-,,,,,,,,,
รางทรังกิ้งร้อยสาย UMT 5075 ขาว UPC,รา-05075-,,,,,,,,,
รางขาว ร้อยสายTel UTT101 UPC,รา-10101-WH,,,,,,,,,
รางขาว ร้อยสายTel UTT102 UPC,รา-10102-WH,,,,,,,,,
รางร้อยสายโทรศัพท์ UTT103 ขาว UPC,รา-10103-WH,,,,,,,,,
รางร้อยสายโทรศัพท์ UTT104 ขาว UPC,รา-10104-WH,,,,,,,,,
รางขาวร้อยสายTel UTT105 ,รา-10105-WH,,,,,,,,,
รางขาว2เมตร UTT201 ,รา-10201-W,,,,,,,,,
รางขาว2เมตร UTT202,รา-10202-W,,,,,,,,,
รางขาว2เมตร UTT203 ,รา-10203-W,,,,,,,,,
รางขาว2เมตร UTT204 ,รา-10204-W,,,,,,,,,
รางแบบโค้ง UCT230/ขาว UPC,รา-10230-WH,,,,,,,,,
รางแบบโค้ง UCT240/ขาว UPC,รา-10240-WH,,,,,,,,,
รางแบบโค้ง UCT250/ขาว UPC,รา-10250-WH,,,,,,,,,
"ไวร์เวย์เหล็ก 2""x3""x8'+น็อต KJL",รา-80203-,KJL,,1711,,,,,,
"ไวร์เวย์เหล็ก 2""x4""x8'+น็อต KJL",รา-80204-,KJL,,1711,,,,,,
"ไวร์เวย์4""x4""ฝา8'+น็อต KJL",รา-80404-,KJL,,1711,,,,,,
เลื่อยฉลุฝ้า รุ่น2ใบ 286A/32109 PK.,ลฉ-32109-,,,,,,,,,
เต๋า PVC ต่อสาย 2.5mm./3A,ลต-00003-,,,,,,,,,
เต๋า PVC ต่อสาย 6mm./10A,ลต-00010-,,,,,,,,,
เต๋า PVC ต่อสาย 10mm./15A,ลต-00015-,,,,,,,,,
ลูกเต๋าต่อสาย 16mm./30A,ลต-00030-,,,,,,,,,
ลูกถ้วยฉนวนแดง RM-25(จิ๋ว),ลถ-00000-25,,,,,,,,,
ลูกถ้วยฉนวนแดง RM-35,ลถ-00000-35,,,,,,,,,
ลูกถ้วยหางหนู เล็ก,ลถ-00001-,,,,,,,,,
ลูกถ้วยหางหนู ใหญ่,ลถ-00002-,,,,,,,,,
"ล๊อคนัท 1/2"" S.City",ลน-10001-,Steel City,,1612,,,,,,
"ล๊อคนัท 3/4"" S.City",ลน-10002-,,,,,,,,,
"ล๊อคนัท 1"" S.City",ลน-10003-,,,,,,,,,
"ล๊อคนัท 1-1/4"" S.City",ลน-10004-,,,,,,,,,
"ล๊อคนัท 1-1/2"" S.City",ลน-10005-,,,,,,,,,
"ล๊อคนัท 2"" S.City",ลน-10006-,,,,,,,,,
"ล๊อคนัท 2-1/2"" S.City",ลน-10007-,,,,,,,,,
"ล๊อคนัท 3"" S.City",ลน-10008-,,,,,,,,,
Lamp AMP ED16-22AD/G,ลม-00022-AG,,,,,,,,,
Lamp AMP ED16-22AD/R,ลม-00022-AR,,,,,,,,,
Lamp AMP ED16-22AD/Y,ลม-00022-AY,,,,,,,,,
Lamp Volt ED16-22VD/Y,ลม-00022-V,,,,,,,,,
Lamp Volt ED16-22VD/G,ลม-00022-VG,,,,,,,,,
Lamp Volt ED16-22VD/R,ลม-00022-VR,,,,,,,,,
Pilot Lamp XB7EVO3BP/เขียว Schn.,ลม-00024-G,,,,,,,,,
Pilot Lamp XB7EVO6BP/น้ำเงิน Schn.,ลม-00024-L,,,,,,,,,
Pilot Lamp XB7EVO4BP/แดง Schn.,ลม-00024-R,,,,,,,,,
Pilot Lamp XB7EVO7BP/ขาว Schn.,ลม-00024-W,,,,,,,,,
Pilot Lamp XB7EVO5BP/เหลือง Schn.,ลม-00024-Y,,,,,,,,,
Lamp LED 22mm./เขียว,ลม-22000-G,,,,,,,,,
Lamp LED 22mm./น้ำเงิน,ลม-22000-L,,,,,,,,,
Lamp LED 22mm./แดง,ลม-22000-R,,,,,,,,,
Lamp LED 22mm./ขาว,ลม-22000-W,,,,,,,,,
Lamp LED 22mm./เหลือง,ลม-22000-Y,,,,,,,,,
"ใบเลื่อยตัดเหล็กฺ12""x18T#44221",ลย-12018-,,,,,,,,,
"ใบเลื่อยตัดเหล็กฺ12""x24T#44222",ลย-12024-,,,,,,,,,
ลวดมิเนียม กลม การไฟฟ้า,ลว-00000-,,,,,,,,,
รางวายดักส์ UWD2020/ขาว UPC,วด-20200-,,,,,,,,,
รางวายดักส์ UWD3030/ขาว UPC,วด-30300-,,,,,,,,,
รางวายดักส์ UWD4030/ขาว UPC,วด-40300-,,,,,,,,,
รางวายดักส์ UWD4040/ขาว UPC,วด-40400-,,,,,,,,,
รางวายดักส์ UWD4060/ขาว UPC,วด-40600-,,,,,,,,,
แว่นตาอ๊อก [กจ.] 35402 P.kin,วต-35402-,,,,,,,,,
ONE TIME CC1120 C95,วท-11209-5,,,,,,,,,
ONE TIME GR-135 C16,วท-13516-,,,,,,,,,
ONE TIME CC170 C70,วท-17070-,,,,,,,,,
ONE TIME GR-170 C70,วท-17070-1,,,,,,,,,
ONE TIME GT-2120 C95,วท-21209-5,,,,,,,,,
ONE TIME GT-235 C35,วท-23535-,,,,,,,,,
ONE TIME GT-270 C50,วท-27050-,,,,,,,,,
ONE TIME GT-270 C70,วท-27070-,,,,,,,,,
ONE TIME NT-395 C70,วท-39570-,,,,,,,,,
ONE TIME NT-395 C95,วท-39595-,,,,,,,,,
วายนัทกล่องส้ม 33-3 ,วน-00033-,,,,,,,,,
วายนัท ตัวสีส้ม 33-3 ,วน-00033-1,,,,,,,,,
วายนัทกล่อง/ถุงเหลือง 44-3 ,วน-00044-,,,,,,,,,
วายนัท ตัวเหลือง 44-3 ,วน-00044-1,,,,,,,,,
วายนัทกล่องแดง 66-3 ,วน-00066-,,,,,,,,,
วายนัท ตัวแดง 66-3 ,วน-00066-1,,,,,,,,,
วายนัทกล่องเทา 99-3 ,วน-00099-,,,,,,,,,
วายนัท ตัวสีเทา 99-3 ,วน-00099-1,,,,,,,,,
ปลอกหางปลา เหลือง V-1.25/Y,ปห-00001-Y,T.Lug,,3016,,,,,,
ปลอกหางปลา เหลือง VC-002/Y,ปห-00002-Y,T.Lug,,3016,,,,,,
ปลอกหางปลา เหลือง VC-005/Y,ปห-00005-Y,T.Lug,,3016,,,,,,
ปลอกหางปลา เหลือง VC-008/Y,ปห-00008-Y,T.Lug,,3016,,,,,,
ปลอกหางปลา น้ำตาล VC-022/BR,ปห-00022-BR,T.Lug,,3016,,,,,,
วายมาร์ค BM-1-0,วม-00001-0,,,,,,,,,
วายมาร์ค BM-1-1,วม-00001-1,,,,,,,,,
วายมาร์ค BM-1-2,วม-00001-2,,,,,,,,,
วายมาร์ค BM-1-3,วม-00001-3,,,,,,,,,
วายมาร์ค BM-1-4,วม-00001-4,,,,,,,,,
วายมาร์ค BM-1-5,วม-00001-5,,,,,,,,,
วายมาร์ค BM-1-6,วม-00001-6,,,,,,,,,
วายมาร์ค BM-1-7,วม-00001-7,,,,,,,,,
วายมาร์ค BM-1-8,วม-00001-8,,,,,,,,,
วายมาร์ค BM-1-9,วม-00001-9,,,,,,,,,
วายมาร์ค BM-1-B,วม-00001-B,,,,,,,,,
วายมาร์ค BM-1-C,วม-00001-C,,,,,,,,,
วายมาร์ค BM-1-D,วม-00001-D,,,,,,,,,
วายมาร์ค BM-1-E,วม-00001-E,,,,,,,,,
วายมาร์ค BM-1-F,วม-00001-F,,,,,,,,,
วายมาร์ค BM-1-G,วม-00001-G,,,,,,,,,
วายมาร์ค BM-1-H,วม-00001-H,,,,,,,,,
วายมาร์ค BM-1-I,วม-00001-I,,,,,,,,,
วายมาร์ค BM-1-J,วม-00001-J,,,,,,,,,
วายมาร์ค BM-1-K,วม-00001-K,,,,,,,,,
วายมาร์ค BM-1-L,วม-00001-L,,,,,,,,,
วายมาร์ค BM-1-M,วม-00001-M,,,,,,,,,
วายมาร์ค BM-1-N,วม-00001-N,,,,,,,,,
วายมาร์ค BM-1-O,วม-00001-O,,,,,,,,,
วายมาร์ค BM-1-P,วม-00001-P,,,,,,,,,
วายมาร์ค BM-1-Q,วม-00001-Q,,,,,,,,,
วายมาร์ค BM-1-R,วม-00001-R,,,,,,,,,
วายมาร์ค BM-1-S,วม-00001-S,,,,,,,,,
วายมาร์ค BM-1-T,วม-00001-T,,,,,,,,,
วายมาร์ค BM-1-V,วม-00001-V,,,,,,,,,
วายมาร์ค BM-1-W,วม-00001-W,,,,,,,,,
วายมาร์ค BM-1-X,วม-00001-X,,,,,,,,,
วายมาร์ค BM-1-Y,วม-00001-Y,,,,,,,,,
วายมาร์ค BM-1-Z,วม-00001-Z,,,,,,,,,
วายมาร์ค BM-2-0,วม-00002-0,,,,,,,,,
วายมาร์ค BM-2-1,วม-00002-1,,,,,,,,,
วายมาร์ค BM-2-2,วม-00002-2,,,,,,,,,
วายมาร์ค BM-2-3,วม-00002-3,,,,,,,,,
วายมาร์ค BM-2-4,วม-00002-4,,,,,,,,,
วายมาร์ค BM-2-5,วม-00002-5,,,,,,,,,
วายมาร์ค BM-2-6,วม-00002-6,,,,,,,,,
วายมาร์ค BM-2-7,วม-00002-7,,,,,,,,,
วายมาร์ค BM-2-8,วม-00002-8,,,,,,,,,
วายมาร์ค BM-2-9,วม-00002-9,,,,,,,,,
รางวายเวย์ UWW2020/ขาว UPC,วว-20200-,,,,,,,,,
รางวายเวย์ UWW3030/ขาว UPC,วว-30300-,,,,,,,,,
รางวายเวย์ UWW4030/ขาว UPC,วว-40300-,,,,,,,,,
รางวายเวย์ UWW4040/ขาว UPC,วว-40400-,,,,,,,,,
รางวายเวย์ UWW4060/ขาว UPC,วว-40600-,,,,,,,,,
ไส้ไก่ม้วนขาว SW-06/10M. Bandex,สก-00006-,,,,,,,,,
ไส้ไก่ขาว SW-06 Bandex,สก-00006-1,,,,,,,,,
ไส้ไก่ม้วนขาว SW-08/10M. Bandex,สก-00008-,,,,,,,,,
ไส้ไก่ขาว SW-08 Bandex,สก-00008-1,,,,,,,,,
ไส้ไก่ม้วนขาว SW-10/10M. Bandex,สก-00010-,,,,,,,,,
ไส้ไก่ขาว SW-10 Bandex,สก-00010-1,,,,,,,,,
ไส้ไก่ม้วนขาว SW-12/10M. Bandex,สก-00012-,,,,,,,,,
ไส้ไก่ขาว SW-12 Bandex,สก-00012-1,,,,,,,,,
ไส้ไก่ม้วนขาว SW-15/10M. Bandex,สก-00015-,,,,,,,,,
ไส้ไก่ขาว SW-15 Bandex,สก-00015-1,,,,,,,,,
ไส้ไก่ม้วนขาว SW-19/10M. Bandex,สก-00019-,,,,,,,,,
ไส้ไก่ขาว SW-19 Bandex,สก-00019-1,,,,,,,,,
ไส้ไก่ม้วนขาว SW-24/10M. Bandex,สก-00024-,,,,,,,,,
ไส้ไก่ขาว SW-24 Bandex,สก-00024-1,,,,,,,,,
ไส้ไก่ดำ SW-06B Bandex,สก-10006-1,,,,,,,,,
ไส้ไก่ดำ SW-08B Bandex,สก-10008-1,,,,,,,,,
ไส้ไก่ดำ SW-10B Bandex,สก-10010-1,,,,,,,,,
ไส้ไก่ม้วนดำ SW-15B/10M. Bandex,สก-10015-,,,,,,,,,
ไส้ไก่ดำ SW-15B Bandex,สก-10015-1,,,,,,,,,
ไส้ไก่ดำ SW-19B Bandex,สก-10019-1,,,,,,,,,
ไส้ไก่ดำ SW-24B Bandex,สก-10024-1,,,,,,,,,
ดิส คอนเนค TEL 10P UL4321 Link,คน-04321-,Link,,3014,,,,,,
"ร็อดSTADเกลียวตลอด1/4""x1เมตร",สต-14001-,,,,,,,,,
"ร็อดเกลียวตลอด 3/8""x1เมตร",สต-38001-,,,,,,,,,
"ร็อดเกลียวตลอด 3/8""x1.5เมตร",สต-38001-5,,,,,,,,,
"ร็อดเกลียวตลอด 5/16""x1เมตร",สต-51601-,,,,,,,,,
สามทางเหลือง 15มิล(3หุน) ช้าง,สท-50015-,SCG,,1611,,,,,,
สามทางเหลือง 18มิล(4หุน) ช้าง,สท-50018-,,,,,,,,,
สามทางเหลือง 20มิล(6หุน) ช้าง,สท-50020-,,,,,,,,,
"สามทางเหลือง 25มิล(1"") ช้าง",สท-50025-,,,,,,,,,
"สามทางไวร์เวย์ เหล็ก 2""x3"" KJL",สท-80203-,KJL,,1711,,,,,,
"สามทางไวร์เวย์ เหล็ก 2""x4"" KJL",สท-80204-,KJL,,1711,,,,,,
"สามทางไวร์เวย์ เหล็ก 4""x4"" KJL",สท-80404-,KJL,,1711,,,,,,
สปริงดัดท่อ 20มม.,สป-26620-,CEL,,1610,,,,,,
สปริงดัดท่อ 25มม.,สป-26625-,CEL,,1610,,,,,,
สปริงดัดท่อ 32มม.,สป-26632-,CEL,,1610,,,,,,
สายทนไฟ MAX-FOH 1Cx1.5 MM2,สฟ-00000-,,,,,,,,,
ล้อสายไฟ 2x1.5-30M.HARG AC8850,สฟ-00000-21,HARG,,3019,,,,,,
ล้อสายไฟ 2x2.5-30M.HARG AC8850,สฟ-00000-22,HARG,,3019,,,,,,
สายมิเนียม THW-A 10 BCC,สฟ-00010-,BCC,,3018,,,,,,
สายมิเนียม THW-A 16 BCC,สฟ-00016-,,,,,,,,,
สายมิเนียม THW-A 25 BCC,สฟ-00025-,,,,,,,,,
สายมิเนียม THW-A 35,สฟ-00035-,,,,,,,,,
สายไฟ THW 1.5-ดำ/50M. BCC,สฟ-00102-BK,,,,,,,,,
สายไฟ THW 1.5-ฟ้า/50M. BCC,สฟ-00102-BL,,,,,,,,,
สายไฟ THW 1.5-น้ำตาล/50M. BCC,สฟ-00102-BR,,,,,,,,,
สายไฟ THW 1.5-เทา/50M. BCC,สฟ-00102-GE,,,,,,,,,
สายไฟ THW 1.5-เขียว/50M. BCC,สฟ-00102-GR,,,,,,,,,
สายไฟTHW 1.5เขียวเหลือง/50M. BCC,สฟ-00102-GY,BCC,,3010,,,,,,
สายไฟ THW 1.5-แดง/50M. BCC,สฟ-00102-RD,,,,,,,,,
สายไฟ THW 1.5-ขาว/50M. BCC,สฟ-00102-WH,,,,,,,,,
สายไฟ THW 1.5-เหลือง/50M. BCC,สฟ-00102-YE,,,,,,,,,
สายไฟ THW 2.5-ดำ/50M. BCC,สฟ-00103-BK,,,,,,,,,
สายไฟ THW 2.5-ฟ้า/50M. BCC,สฟ-00103-BL,BCC,,3010,,,,,,
สายไฟ THW 2.5-น้ำตาล/50M. BCC,สฟ-00103-BR,,,,,,,,,
สายไฟ THW 2.5-เทา/50M. BCC,สฟ-00103-GE,,,,,,,,,
สายไฟ THW 2.5-เขียว/50M. BCC,สฟ-00103-GR,,,,,,,,,
สายไฟ THW 2.5-เขียวเหลือง/50M. BCC,สฟ-00103-GY,,,,,,,,,
สายไฟ THW 2.5-แดง/50M. BCC,สฟ-00103-RD,,,,,,,,,
สายไฟ THW 2.5-ขาว/50M. BCC,สฟ-00103-WH,,,,,,,,,
สายไฟ THW 2.5 เหลือง/50M. BCC,สฟ-00103-YE,,,,,,,,,
สายไฟ THW 4-ดำ/50M. BCC,สฟ-00104-BK,,,,,,,,,
สายไฟ THW 4-ฟ้า/50M. BCC,สฟ-00104-BL,,,,,,,,,
สายไฟ THW 4-น้ำตาล/50M. BCC,สฟ-00104-BR,BCC,,3010,,,,,,
สายไฟ THW 4-เทา/50M. BCC,สฟ-00104-GE,,,,,,,,,
สายไฟ THW 4-เขียว/50M. BCC,สฟ-00104-GR,,,,,,,,,
สายไฟTHW 4 เขียวเหลือง/50M. BCC,สฟ-00104-GY,,,,,,,,,
สายไฟ THW 4-แดง/50M. BCC,สฟ-00104-RD,,,,,,,,,
สายไฟ THW 4-ขาว/50M. BCC,สฟ-00104-WH,,,,,,,,,
สายไฟ THW 4-เหลือง/50M. BCC,สฟ-00104-YE,,,,,,,,,
สายไฟ THW 6-ดำ/50M. BCC,สฟ-00106-BK,,,,,,,,,
สายไฟ THW 6-ฟ้า/50M. BCC,สฟ-00106-BL,,,,,,,,,
สายไฟ THW 6-น้ำตาล/50M. BCC,สฟ-00106-BR,,,,,,,,,
สายไฟ THW 6-เทา/50M. BCC,สฟ-00106-GE,BCC,,3010,,,,,,
สายไฟ THW 6-เขียว/50M. BCC,สฟ-00106-GR,,,,,,,,,
สายไฟTHW 6เขียวเหลือง/50M. BCC,สฟ-00106-GY,,,,,,,,,
สายไฟ THW 6-แดง/50M. BCC,สฟ-00106-RD,,,,,,,,,
สายไฟ THW 6-ขาว/50M. BCC,สฟ-00106-WH,,,,,,,,,
สายไฟ THW 6-เหลือง/50M. BCC,สฟ-00106-YE,,,,,,,,,
สายไฟ THW 10-ดำ BCC,สฟ-00110-BK,BCC,,3010,,,,,,
สายไฟ THW 16-ดำ BCC,สฟ-00116-BK,BCC,,3010,,,,,,
สายไฟ THW 25-ดำ BCC,สฟ-00125-BK,BCC,,3010,,,,,,
สายไฟ THW 35-ดำ BCC,สฟ-00135-BK,BCC,,3010,,,,,,
สายไฟ THW 50-ดำ BCC        ,สฟ-00150-BK,BCC,,3010,,,,,,
สายไฟ VAF 2x1mm2 (20M.) BCC,สฟ-00201-20,BCC,,3011,,,,,,
สายไฟ VAF 2x1mm2 (30M.) BCC,สฟ-00201-30,,,,,,,,,
สายไฟ VAF 2x1mm2 (50M.) BCC,สฟ-00201-50,,,,,,,,,
สายไฟ VAF 2x1mm2 (90M.) BCC,สฟ-00201-90,,,,,,,,,
สายไฟ VAF 2x1.5mm2 (20M.) BCC,สฟ-00202-20,BCC,,3011,,,,,,
สายไฟ VAF 2x1.5mm2 (30M.) BCC,สฟ-00202-30,,,,,,,,,
สายไฟ VAF 2x1.5mm2 (50M.) BCC,สฟ-00202-50,,,,,,,,,
สายไฟ VAF 2x1.5mm2 (90M.) BCC,สฟ-00202-90,,,,,,,,,
สายไฟ VAF 2x2.5mm2 (20M.) BCC,สฟ-00203-20,BCC,,3011,,,,,,
สายไฟ VAF 2x2.5mm2 (30M.) BCC,สฟ-00203-30,,,,,,,,,
สายไฟ VAF 2x2.5mm2 (50M.) BCC,สฟ-00203-50,,,,,,,,,
สายไฟ VAF 2x2.5mm2 (90M.) BCC,สฟ-00203-90,,,,,,,,,
สายไฟ THW 1x1.5-น้ำตาล YAz.,สฟ-10001-BR,Yazaki,,3010,,,,,,
สายไฟ THW 1x1.5-เขียว YAz.,สฟ-10001-G,,,,,,,,,
สายไฟ THW 1x1.5-เขียวเหลือง Yaz.,สฟ-10001-G-Y,,,,,,,,,
สายไฟ THW 1x1.5-เทา Yaz.,สฟ-10001-GY,,,,,,,,,
สายไฟ THW 1x1.5-ฟ้า YAz.,สฟ-10001-L,,,,,,,,,
สายไฟ THW 1x1.5 ขาว YAz.,สฟ-10001-WH,,,,,,,,,
สายไฟ THW 1x1.5-เหลือง Yaz.,สฟ-10001-YE,,,,,,,,,
สายไฟ THW 1x2.5-ดำ Yaz.,สฟ-10002-BK,,,,,,,,,
สายไฟ THW 1x2.5 น้ำตาลYAz,สฟ-10002-BR,,,,,,,,,
สายไฟ THW 1x2.5-เขียวเหลือง Yaz.,สฟ-10002-G-Y,,,,,,,,,
สายไฟ THW 1x2.5 เทา YAz,สฟ-10002-GY,Yazaki,,3010,,,,,,
สายไฟ THW 1x2.5-ฟ้า YAz.,สฟ-10002-L,,,,,,,,,
สายไฟ THW 1x2.5-เหลือง Yaz.,สฟ-10002-YE,,,,,,,,,
สายไฟ THW 1x4-ดำ Yaz.,สฟ-10004-BK,,,,,,,,,
